"609","avalanche.ocf.berkeley.edu","daradib","2014-02-19 21:28:28","2014-02-20 01:21:16","2014-02-20 01:21:16","03:52:48"
"736","eruption.ocf.berkeley.edu","ckuehl","2014-02-20 12:35:30","2014-02-20 15:00:03","2014-02-20 15:00:03","02:24:33"
"773","destruction.ocf.berkeley.edu","mattmcal","2014-02-20 13:46:44","2014-02-20 13:54:13","2014-02-20 13:54:13","00:07:29"
"806","eruption.ocf.berkeley.edu","ckuehl","2014-02-20 15:01:02","2014-02-20 15:13:27","2014-02-20 15:13:27","00:12:25"
"818","blizzard.ocf.berkeley.edu","pubstaff","2014-02-20 15:17:53","2014-02-20 17:11:45","2014-02-20 17:11:45","01:53:52"
"853","blizzard.ocf.berkeley.edu","pubstaff","2014-02-20 17:13:01","2014-02-20 18:00:49","2014-02-20 18:00:49","00:47:48"
"859","destruction.ocf.berkeley.edu","sanjayk","2014-02-20 19:06:50","2014-02-20 19:08:42","2014-02-20 19:08:42","00:01:52"
"883","hurricane.ocf.berkeley.edu","ckuehl","2014-02-21 10:21:19","2014-02-21 10:21:29","2014-02-21 10:21:29","00:00:10"
"885","eruption.ocf.berkeley.edu","ckuehl","2014-02-21 10:24:57","2014-02-21 10:35:31","2014-02-21 10:35:31","00:10:34"
"906","blizzard.ocf.berkeley.edu","pubstaff","2014-02-21 11:21:02","2014-02-21 11:57:48","2014-02-21 11:57:48","00:36:46"
"980","blizzard.ocf.berkeley.edu","pubstaff","2014-02-21 15:01:31","2014-02-21 18:02:13","2014-02-21 18:02:13","03:00:42"
"1013","destruction.ocf.berkeley.edu","ckuehl","2014-02-21 17:07:03","2014-02-21 17:09:48","2014-02-21 17:09:48","00:02:45"
"1017","destruction.ocf.berkeley.edu","sanjayk","2014-02-21 17:36:35","2014-02-21 17:45:47","2014-02-21 17:45:47","00:09:12"
"1018","destruction.ocf.berkeley.edu","daradib","2014-02-21 17:46:28","2014-02-21 17:47:22","2014-02-21 17:47:22","00:00:54"
"1021","eruption.ocf.berkeley.edu","sanjayk","2014-02-21 18:47:51","2014-02-21 18:48:45","2014-02-21 18:48:45","00:00:54"
"1022","avalanche.ocf.berkeley.edu","daradib","2014-02-21 18:48:24","2014-02-21 22:30:24","2014-02-21 22:30:24","03:42:00"
"1023","bigbang.ocf.berkeley.edu","daradib","2014-02-21 22:03:25","2014-02-21 22:34:26","2014-02-21 22:34:26","00:31:01"
"1024","bigbang.ocf.berkeley.edu","daradib","2014-02-21 22:36:55","2014-02-21 22:43:36","2014-02-21 22:43:36","00:06:41"
"1025","avalanche.ocf.berkeley.edu","daradib","2014-02-21 22:37:21","2014-02-21 22:43:12","2014-02-21 22:43:12","00:05:51"
"1052","avalanche.ocf.berkeley.edu","daradib","2014-02-22 14:56:49","2014-02-22 23:03:43","2014-02-22 23:03:43","08:06:54"
"1070","eruption.ocf.berkeley.edu","ckuehl","2014-02-22 17:35:54","2014-02-22 17:36:05","2014-02-22 17:36:05","00:00:11"
"1071","eruption.ocf.berkeley.edu","ckuehl","2014-02-22 17:36:13","2014-02-22 20:44:41","2014-02-22 20:44:41","03:08:28"
"1076","eruption.ocf.berkeley.edu","ckuehl","2014-02-22 20:46:01","2014-02-22 20:48:29","2014-02-22 20:48:29","00:02:28"
"1077","eruption.ocf.berkeley.edu","ckuehl","2014-02-22 20:50:01","2014-02-22 20:50:50","2014-02-22 20:50:50","00:00:49"
"1157","blizzard.ocf.berkeley.edu","pubstaff","2014-02-24 09:51:02","2014-02-24 17:58:27","2014-02-24 17:58:27","08:07:25"
"1201","eruption.ocf.berkeley.edu","ckuehl","2014-02-24 11:34:01","2014-02-24 11:37:14","2014-02-24 11:37:14","00:03:13"
"1204","eruption.ocf.berkeley.edu","ckuehl","2014-02-24 11:37:21","2014-02-24 11:45:03","2014-02-24 11:45:03","00:07:42"
"1210","eruption.ocf.berkeley.edu","ckuehl","2014-02-24 11:49:01","2014-02-24 11:55:46","2014-02-24 11:55:46","00:06:45"
"1323","eruption.ocf.berkeley.edu","sanjayk","2014-02-24 17:05:59","2014-02-24 18:02:00","2014-02-24 18:02:00","00:56:01"
"1334","hurricane.ocf.berkeley.edu","pubstaff","2014-02-24 17:40:56","2014-02-24 17:45:50","2014-02-24 17:45:50","00:04:54"
"1341","eruption.ocf.berkeley.edu","ckuehl","2014-02-24 18:03:56","2014-02-24 19:00:41","2014-02-24 19:00:41","00:56:45"
"1346","eruption.ocf.berkeley.edu","daradib","2014-02-24 19:20:32","2014-02-24 23:21:39","2014-02-24 23:21:39","04:01:07"
"1441","eruption.ocf.berkeley.edu","ckuehl","2014-02-25 12:30:58","2014-02-25 15:17:21","2014-02-25 15:17:21","02:46:23"
"1472","blizzard.ocf.berkeley.edu","pubstaff","2014-02-25 13:55:54","2014-02-25 18:01:19","2014-02-25 18:01:19","04:05:25"
"1562","avalanche.ocf.berkeley.edu","ckuehl","2014-02-25 17:18:14","2014-02-25 18:21:34","2014-02-25 18:21:34","01:03:20"
"1572","avalanche.ocf.berkeley.edu","daradib","2014-02-25 21:16:35","2014-02-26 02:52:56","2014-02-26 02:52:56","05:36:21"
"1581","blizzard.ocf.berkeley.edu","pubstaff","2014-02-26 09:51:02","2014-02-26 11:59:35","2014-02-26 11:59:35","02:08:33"
"1616","eruption.ocf.berkeley.edu","ckuehl","2014-02-26 11:46:55","2014-02-26 12:52:41","2014-02-26 12:52:41","01:05:46"
"1625","hurricane.ocf.berkeley.edu","ckuehl","2014-02-26 12:13:49","2014-02-26 12:13:58","2014-02-26 12:13:58","00:00:09"
"1641","eruption.ocf.berkeley.edu","ckuehl","2014-02-26 12:52:47","2014-02-26 12:53:07","2014-02-26 12:53:07","00:00:20"
"1642","eruption.ocf.berkeley.edu","ckuehl","2014-02-26 12:53:14","2014-02-26 12:53:57","2014-02-26 12:53:57","00:00:43"
"1643","eruption.ocf.berkeley.edu","ckuehl","2014-02-26 12:54:03","2014-02-26 13:09:06","2014-02-26 13:09:06","00:15:03"
"1682","eruption.ocf.berkeley.edu","tmochida","2014-02-26 14:07:54","2014-02-26 14:22:29","2014-02-26 14:22:29","00:14:35"
"1752","eruption.ocf.berkeley.edu","daradib","2014-02-26 17:12:54","2014-02-26 18:00:37","2014-02-26 18:00:37","00:47:43"
"1755","blizzard.ocf.berkeley.edu","pubstaff","2014-02-26 17:23:51","2014-02-26 17:57:20","2014-02-26 17:57:20","00:33:29"
"1756","avalanche.ocf.berkeley.edu","ckuehl","2014-02-26 17:25:03","2014-02-26 17:57:14","2014-02-26 17:57:14","00:32:11"
"1757","bigbang.ocf.berkeley.edu","nickimp","2014-02-26 17:33:52","2014-02-26 17:41:16","2014-02-26 17:41:16","00:07:24"
"1759","bigbang.ocf.berkeley.edu","nickimp","2014-02-26 17:41:35","2014-02-26 17:57:16","2014-02-26 17:57:16","00:15:41"
"1766","avalanche.ocf.berkeley.edu","daradib","2014-02-26 20:24:09","2014-02-26 23:12:34","2014-02-26 23:12:34","02:48:25"
"1767","avalanche.ocf.berkeley.edu","daradib","2014-02-26 23:25:41","2014-02-26 23:26:53","2014-02-26 23:26:53","00:01:12"
"1782","cyclone.ocf.berkeley.edu","pubstaff","2014-02-27 09:24:09","2014-02-27 09:27:53","2014-02-27 09:27:53","00:03:44"
"1829","outbreak.ocf.berkeley.edu","lilulu","2014-02-27 10:56:37","2014-02-27 10:58:26","2014-02-27 10:58:26","00:01:49"
"1938","blizzard.ocf.berkeley.edu","pubstaff","2014-02-27 14:56:34","2014-02-27 18:00:23","2014-02-27 18:00:23","03:03:49"
"1981","eruption.ocf.berkeley.edu","ckuehl","2014-02-27 17:15:02","2014-02-27 18:42:26","2014-02-27 18:42:26","01:27:24"
"1990","eruption.ocf.berkeley.edu","ckuehl","2014-02-27 23:01:20","2014-02-28 01:25:48","2014-02-28 01:25:48","02:24:28"
"2006","eruption.ocf.berkeley.edu","nickimp","2014-02-28 10:11:42","2014-02-28 10:34:57","2014-02-28 10:34:57","00:23:15"
"2010","blizzard.ocf.berkeley.edu","pubstaff","2014-02-28 10:19:02","2014-02-28 11:57:22","2014-02-28 11:57:22","01:38:20"
"2012","eruption.ocf.berkeley.edu","nickimp","2014-02-28 10:35:20","2014-02-28 10:52:30","2014-02-28 10:52:30","00:17:10"
"2028","eruption.ocf.berkeley.edu","ckuehl","2014-02-28 11:54:20","2014-02-28 12:02:11","2014-02-28 12:02:11","00:07:51"
"2062","bigbang.ocf.berkeley.edu","pubstaff","2014-02-28 13:34:39","2014-02-28 13:37:24","2014-02-28 13:37:24","00:02:45"
"2077","eruption.ocf.berkeley.edu","tmochida","2014-02-28 14:13:32","2014-02-28 14:22:47","2014-02-28 14:22:47","00:09:15"
"2086","eruption.ocf.berkeley.edu","tmochida","2014-02-28 14:48:52","2014-02-28 14:57:29","2014-02-28 14:57:29","00:08:37"
"2089","eruption.ocf.berkeley.edu","tmochida","2014-02-28 14:57:37","2014-02-28 15:06:06","2014-02-28 15:06:06","00:08:29"
"2093","eruption.ocf.berkeley.edu","tmochida","2014-02-28 15:22:37","2014-02-28 15:24:14","2014-02-28 15:24:14","00:01:37"
"2099","eruption.ocf.berkeley.edu","ckuehl","2014-02-28 15:49:47","2014-02-28 15:52:39","2014-02-28 15:52:39","00:02:52"
"2103","eruption.ocf.berkeley.edu","ckuehl","2014-02-28 16:10:09","2014-02-28 16:45:14","2014-02-28 16:45:14","00:35:05"
"2115","destruction.ocf.berkeley.edu","ckuehl","2014-02-28 17:42:51","2014-02-28 17:51:36","2014-02-28 17:51:36","00:08:45"
"2116","eruption.ocf.berkeley.edu","ckuehl","2014-02-28 17:53:07","2014-02-28 19:42:30","2014-02-28 19:42:30","01:49:23"
"2117","eruption.ocf.berkeley.edu","ckuehl","2014-02-28 20:25:53","2014-02-28 23:28:25","2014-02-28 23:28:25","03:02:32"
"2137","blizzard.ocf.berkeley.edu","pubstaff","2014-03-01 15:04:01","2014-03-01 18:00:07","2014-03-01 18:00:07","02:56:06"
"2150","destruction.ocf.berkeley.edu","daradib","2014-03-01 17:12:48","2014-03-01 17:19:09","2014-03-01 17:19:09","00:06:21"
"2154","destruction.ocf.berkeley.edu","ckuehl","2014-03-01 18:36:33","2014-03-01 20:56:58","2014-03-01 20:56:58","02:20:25"
"2155","eruption.ocf.berkeley.edu","ckuehl","2014-03-02 10:09:44","2014-03-02 11:45:56","2014-03-02 11:45:56","01:36:12"
"2156","blizzard.ocf.berkeley.edu","pubstaff","2014-03-02 12:08:02","2014-03-02 14:17:09","2014-03-02 14:17:09","02:09:07"
"2167","destruction.ocf.berkeley.edu","ckuehl","2014-03-02 14:23:03","2014-03-02 14:32:48","2014-03-02 14:32:48","00:09:45"
"2171","eruption.ocf.berkeley.edu","ckuehl","2014-03-02 14:34:53","2014-03-02 14:44:00","2014-03-02 14:44:00","00:09:07"
"2186","blizzard.ocf.berkeley.edu","pubstaff","2014-03-02 16:44:01","2014-03-02 17:04:31","2014-03-02 17:04:31","00:20:30"
"2188","eruption.ocf.berkeley.edu","ckuehl","2014-03-02 23:17:02","2014-03-03 00:25:53","2014-03-03 00:25:53","01:08:51"
"2193","blizzard.ocf.berkeley.edu","pubstaff","2014-03-03 09:27:01","2014-03-03 11:58:23","2014-03-03 11:58:23","02:31:22"
"2199","eruption.ocf.berkeley.edu","ckuehl","2014-03-03 09:48:57","2014-03-03 10:52:47","2014-03-03 10:52:47","01:03:50"
"2346","blizzard.ocf.berkeley.edu","pubstaff","2014-03-03 14:35:05","2014-03-03 17:59:30","2014-03-03 17:59:30","03:24:25"
"2387","destruction.ocf.berkeley.edu","nickimp","2014-03-03 16:06:40","2014-03-03 16:17:48","2014-03-03 16:17:48","00:11:08"
"2396","eruption.ocf.berkeley.edu","sanjayk","2014-03-03 17:05:39","2014-03-03 17:59:42","2014-03-03 17:59:42","00:54:03"
"2409","destruction.ocf.berkeley.edu","nickimp","2014-03-03 17:54:08","2014-03-03 17:54:53","2014-03-03 17:54:53","00:00:45"
"2411","eruption.ocf.berkeley.edu","sanjayk","2014-03-03 18:01:40","2014-03-03 18:13:36","2014-03-03 18:13:36","00:11:56"
"2412","eruption.ocf.berkeley.edu","sanjayk","2014-03-03 18:20:01","2014-03-03 18:55:15","2014-03-03 18:55:15","00:35:14"
"2415","eruption.ocf.berkeley.edu","sanjayk","2014-03-03 20:07:37","2014-03-03 20:17:46","2014-03-03 20:17:46","00:10:09"
"2416","avalanche.ocf.berkeley.edu","daradib","2014-03-04 00:25:38","2014-03-04 00:29:12","2014-03-04 00:29:12","00:03:34"
"2498","blizzard.ocf.berkeley.edu","pubstaff","2014-03-04 11:51:33","2014-03-04 13:00:14","2014-03-04 13:00:14","01:08:41"
"2554","blizzard.ocf.berkeley.edu","pubstaff","2014-03-04 14:03:43","2014-03-04 18:03:05","2014-03-04 18:03:05","03:59:22"
"2567","eruption.ocf.berkeley.edu","ckuehl","2014-03-04 14:14:10","2014-03-04 14:36:43","2014-03-04 14:36:43","00:22:33"
"2587","hurricane.ocf.berkeley.edu","lilulu","2014-03-04 15:35:17","2014-03-04 15:37:04","2014-03-04 15:37:04","00:01:47"
"2614","bigbang.ocf.berkeley.edu","ckuehl","2014-03-04 17:23:29","2014-03-04 19:33:25","2014-03-04 19:33:25","02:09:56"
"2620","eruption.ocf.berkeley.edu","nickimp","2014-03-04 17:54:40","2014-03-04 18:05:34","2014-03-04 18:05:34","00:10:54"
"2622","eruption.ocf.berkeley.edu","ckuehl","2014-03-04 23:56:50","2014-03-04 23:56:59","2014-03-04 23:56:59","00:00:09"
"2623","eruption.ocf.berkeley.edu","ckuehl","2014-03-04 23:57:11","2014-03-05 01:25:47","2014-03-05 01:25:47","01:28:36"
"2624","avalanche.ocf.berkeley.edu","daradib","2014-03-05 02:47:55","2014-03-05 08:43:28","2014-03-05 08:43:28","05:55:33"
"2632","blizzard.ocf.berkeley.edu","pubstaff","2014-03-05 09:37:02","2014-03-05 11:58:46","2014-03-05 11:58:46","02:21:44"
"2737","eruption.ocf.berkeley.edu","ckuehl","2014-03-05 13:47:58","2014-03-05 13:52:37","2014-03-05 13:52:37","00:04:39"
"2759","blizzard.ocf.berkeley.edu","pubstaff","2014-03-05 14:58:20","2014-03-05 18:00:52","2014-03-05 18:00:52","03:02:32"
"2810","eruption.ocf.berkeley.edu","ckuehl","2014-03-05 17:08:01","2014-03-05 17:57:09","2014-03-05 17:57:09","00:49:08"
"2812","destruction.ocf.berkeley.edu","tmochida","2014-03-05 17:10:35","2014-03-05 17:14:47","2014-03-05 17:14:47","00:04:12"
"2818","destruction.ocf.berkeley.edu","kpengboy","2014-03-05 17:30:43","2014-03-05 17:32:02","2014-03-05 17:32:02","00:01:19"
"2944","eruption.ocf.berkeley.edu","ckuehl","2014-03-06 13:40:23","2014-03-06 15:07:47","2014-03-06 15:07:47","01:27:24"
"3020","madcow.ocf.berkeley.edu","daradib","2014-03-06 20:44:46","2014-03-06 20:47:46","2014-03-06 20:47:46","00:03:00"
"3021","destruction.ocf.berkeley.edu","daradib","2014-03-07 00:03:52","2014-03-07 01:31:07","2014-03-07 01:31:07","01:27:15"
"3022","eruption.ocf.berkeley.edu","ckuehl","2014-03-07 01:31:41","2014-03-07 01:40:31","2014-03-07 01:40:31","00:08:50"
"3023","eruption.ocf.berkeley.edu","ckuehl","2014-03-07 01:40:38","2014-03-07 02:14:53","2014-03-07 02:14:53","00:34:15"
"3031","blizzard.ocf.berkeley.edu","pubstaff","2014-03-07 09:53:02","2014-03-07 12:01:10","2014-03-07 12:01:10","02:08:08"
"3051","eruption.ocf.berkeley.edu","mattmcal","2014-03-07 10:43:01","2014-03-07 21:00:40","2014-03-07 21:00:40","10:17:39"
"3149","blizzard.ocf.berkeley.edu","pubstaff","2014-03-07 16:23:48","2014-03-07 17:18:07","2014-03-07 17:18:07","00:54:19"
"3166","avalanche.ocf.berkeley.edu","daradib","2014-03-07 19:00:32","2014-03-08 02:06:22","2014-03-08 02:06:22","07:05:50"
"3167","eruption.ocf.berkeley.edu","ckuehl","2014-03-07 21:01:13","2014-03-08 01:38:44","2014-03-08 01:38:44","04:37:31"
"3169","blizzard.ocf.berkeley.edu","pubstaff","2014-03-08 11:06:42","2014-03-08 16:40:06","2014-03-08 16:40:06","05:33:24"
"3181","eruption.ocf.berkeley.edu","ckuehl","2014-03-08 13:36:01","2014-03-08 16:13:17","2014-03-08 16:13:17","02:37:16"
"3209","cyclone.ocf.berkeley.edu","willh","2014-03-08 16:04:16","2014-03-08 16:12:41","2014-03-08 16:12:41","00:08:25"
"3212","volcano.ocf.berkeley.edu","kpengboy","2014-03-08 16:39:19","2014-03-08 17:35:34","2014-03-08 17:35:34","00:56:15"
"3214","blizzard.ocf.berkeley.edu","pubstaff","2014-03-08 17:09:58","2014-03-08 18:00:42","2014-03-08 18:00:42","00:50:44"
"3217","eruption.ocf.berkeley.edu","ckuehl","2014-03-08 17:32:42","2014-03-08 17:33:27","2014-03-08 17:33:27","00:00:45"
"3218","eruption.ocf.berkeley.edu","ckuehl","2014-03-08 17:33:38","2014-03-08 18:17:07","2014-03-08 18:17:07","00:43:29"
"3221","destruction.ocf.berkeley.edu","kpengboy","2014-03-08 19:09:01","2014-03-08 19:35:28","2014-03-08 19:35:28","00:26:27"
"3222","eruption.ocf.berkeley.edu","nickimp","2014-03-08 19:10:02","2014-03-08 19:19:38","2014-03-08 19:19:38","00:09:36"
"3223","eruption.ocf.berkeley.edu","ckuehl","2014-03-08 19:21:01","2014-03-08 19:34:36","2014-03-08 19:34:36","00:13:35"
"3224","eruption.ocf.berkeley.edu","ckuehl","2014-03-08 21:37:25","2014-03-08 22:46:03","2014-03-08 22:46:03","01:08:38"
"3225","destruction.ocf.berkeley.edu","ckuehl","2014-03-08 22:48:08","2014-03-09 01:30:03","2014-03-09 01:30:03","02:41:55"
"3226","eruption.ocf.berkeley.edu","ckuehl","2014-03-09 00:58:02","2014-03-09 01:12:04","2014-03-09 01:12:04","00:14:02"
"3229","destruction.ocf.berkeley.edu","ckuehl","2014-03-09 01:36:01","2014-03-09 01:49:03","2014-03-09 01:49:03","00:13:02"
"3231","eruption.ocf.berkeley.edu","ckuehl","2014-03-09 01:50:02","2014-03-09 03:35:04","2014-03-09 03:35:04","01:45:02"
"3232","destruction.ocf.berkeley.edu","ckuehl","2014-03-09 01:50:02","2014-03-09 03:34:20","2014-03-09 03:34:20","01:44:18"
"3233","blizzard.ocf.berkeley.edu","pubstaff","2014-03-09 12:12:01","2014-03-09 14:02:49","2014-03-09 14:02:49","01:50:48"
"3249","blizzard.ocf.berkeley.edu","pubstaff","2014-03-09 14:16:19","2014-03-09 17:54:32","2014-03-09 17:54:32","03:38:13"
"3253","eruption.ocf.berkeley.edu","ckuehl","2014-03-09 14:33:36","2014-03-09 20:22:03","2014-03-09 20:22:03","05:48:27"
"3265","eruption.ocf.berkeley.edu","ckuehl","2014-03-09 20:52:02","2014-03-09 22:16:35","2014-03-09 22:16:35","01:24:33"
"3266","eruption.ocf.berkeley.edu","ckuehl","2014-03-09 22:18:01","2014-03-09 22:18:19","2014-03-09 22:18:19","00:00:18"
"3267","destruction.ocf.berkeley.edu","ckuehl","2014-03-09 22:21:59","2014-03-09 22:41:39","2014-03-09 22:41:39","00:19:40"
"3268","avalanche.ocf.berkeley.edu","daradib","2014-03-10 01:50:08","2014-03-10 08:03:54","2014-03-10 08:03:54","06:13:46"
"3272","blizzard.ocf.berkeley.edu","pubstaff","2014-03-10 09:20:02","2014-03-10 11:58:15","2014-03-10 11:58:15","02:38:13"
"3362","hurricane.ocf.berkeley.edu","nickimp","2014-03-10 12:21:45","2014-03-10 12:21:53","2014-03-10 12:21:53","00:00:08"
"3368","eruption.ocf.berkeley.edu","nickimp","2014-03-10 12:32:15","2014-03-10 14:08:46","2014-03-10 14:08:46","01:36:31"
"3400","destruction.ocf.berkeley.edu","ckuehl","2014-03-10 13:52:43","2014-03-10 14:13:08","2014-03-10 14:13:08","00:20:25"
"3403","blizzard.ocf.berkeley.edu","pubstaff","2014-03-10 14:05:18","2014-03-10 18:02:21","2014-03-10 18:02:21","03:57:03"
"3408","eruption.ocf.berkeley.edu","ckuehl","2014-03-10 14:16:32","2014-03-10 14:21:05","2014-03-10 14:21:05","00:04:33"
"3413","eruption.ocf.berkeley.edu","ckuehl","2014-03-10 14:23:34","2014-03-10 15:59:38","2014-03-10 15:59:38","01:36:04"
"3481","destruction.ocf.berkeley.edu","ckuehl","2014-03-10 17:15:17","2014-03-10 17:47:07","2014-03-10 17:47:07","00:31:50"
"3491","eruption.ocf.berkeley.edu","ckuehl","2014-03-10 17:47:58","2014-03-10 17:48:13","2014-03-10 17:48:13","00:00:15"
"3492","eruption.ocf.berkeley.edu","ckuehl","2014-03-10 17:48:19","2014-03-10 19:18:37","2014-03-10 19:18:37","01:30:18"
"3499","eruption.ocf.berkeley.edu","ckuehl","2014-03-10 23:03:02","2014-03-11 01:28:05","2014-03-11 01:28:05","02:25:03"
"3525","eruption.ocf.berkeley.edu","nickimp","2014-03-11 09:40:02","2014-03-11 10:12:01","2014-03-11 10:12:01","00:31:59"
"3586","blizzard.ocf.berkeley.edu","pubstaff","2014-03-11 12:09:05","2014-03-11 14:04:03","2014-03-11 14:04:03","01:54:58"
"3624","eruption.ocf.berkeley.edu","ckuehl","2014-03-11 13:35:01","2014-03-11 13:58:41","2014-03-11 13:58:41","00:23:40"
"3643","blizzard.ocf.berkeley.edu","pubstaff","2014-03-11 14:04:58","2014-03-11 18:02:07","2014-03-11 18:02:07","03:57:09"
"3663","avalanche.ocf.berkeley.edu","nickimp","2014-03-11 14:56:02","2014-03-11 15:36:17","2014-03-11 15:36:17","00:40:15"
"3665","cyclone.ocf.berkeley.edu","nickimp","2014-03-11 14:58:49","2014-03-11 16:03:57","2014-03-11 16:03:57","01:05:08"
"3676","eruption.ocf.berkeley.edu","ckuehl","2014-03-11 15:33:19","2014-03-11 18:25:13","2014-03-11 18:25:13","02:51:54"
"3715","avalanche.ocf.berkeley.edu","nickimp","2014-03-11 17:56:08","2014-03-11 18:04:08","2014-03-11 18:04:08","00:08:00"
"3716","volcano.ocf.berkeley.edu","tzhu","2014-03-11 17:59:18","2014-03-11 18:00:27","2014-03-11 18:00:27","00:01:09"
"3717","eruption.ocf.berkeley.edu","ckuehl","2014-03-11 21:35:01","2014-03-12 02:25:31","2014-03-12 02:25:31","04:50:30"
"3718","avalanche.ocf.berkeley.edu","daradib","2014-03-12 03:59:06","2014-03-12 09:00:05","2014-03-12 09:00:05","05:00:59"
"3746","blizzard.ocf.berkeley.edu","pubstaff","2014-03-12 10:04:02","2014-03-12 12:00:59","2014-03-12 12:00:59","01:56:57"
"3878","eruption.ocf.berkeley.edu","nickimp","2014-03-12 16:06:01","2014-03-12 16:08:30","2014-03-12 16:08:30","00:02:29"
"3904","eruption.ocf.berkeley.edu","kpengboy","2014-03-12 17:12:02","2014-03-12 17:14:41","2014-03-12 17:14:41","00:02:39"
"3905","destruction.ocf.berkeley.edu","willh","2014-03-12 17:14:02","2014-03-12 17:43:31","2014-03-12 17:43:31","00:29:29"
"3906","cyclone.ocf.berkeley.edu","tmochida","2014-03-12 17:15:19","2014-03-12 18:00:31","2014-03-12 18:00:31","00:45:12"
"3907","eruption.ocf.berkeley.edu","kpengboy","2014-03-12 17:16:41","2014-03-12 17:20:50","2014-03-12 17:20:50","00:04:09"
"3908","eruption.ocf.berkeley.edu","daradib","2014-03-12 17:24:06","2014-03-12 17:42:22","2014-03-12 17:42:22","00:18:16"
"3912","avalanche.ocf.berkeley.edu","ckuehl","2014-03-12 17:39:48","2014-03-12 17:39:58","2014-03-12 17:39:58","00:00:10"
